patientid,min,mean,max,std
dsb_1b7ca8dad5c36feb0a6abf8079173e22.npz,0.00064,0.37899,0.99982,0.44913
dsb_87b81bd007c5b23cd0c0aeca722fe52f.npz,0.00166,0.64581,0.99988,0.40400
dsb_0a099f2549429d29b32f349e95fb2244.npz,0.00147,0.32006,0.99988,0.27011
dsb_2950df9632577cb4b3af2dbfe2086b11.npz,0.00128,0.23973,0.99987,0.38756
dsb_2505ca2e3cd132f69fde96ba4bb50f7b.npz,0.00182,0.34158,0.99988,0.43138
dsb_ad5f3a8ee73c1ff4cf401746be3bd493.npz,0.00180,0.76710,0.99988,0.34520
dsb_d3a8fb1da8f7a0dcbd5a8d65f3647757.npz,0.00152,0.39291,0.99988,0.29598
dsb_ba05599872742ce748e2eda745e51857.npz,0.00169,0.70315,0.99987,0.38594
dsb_f6c9e875d7adfe7add08f43528810f72.npz,0.00096,0.34481,0.99984,0.32870
dsb_baafc60a08ae90052fd44eb78a21cfbf.npz,0.00074,0.56954,0.99980,0.43736
dsb_fb7dfb6aae597d97c2da24179df0fe56.npz,0.00124,0.58839,0.99986,0.43930
dsb_bcb416e94f3505c120a54dbfc0d5a234.npz,0.00152,0.43348,0.99986,0.36180
dsb_dc1ecce5e7f8a4be9082cb5650fa62bd.npz,0.00153,0.67876,0.99988,0.38779
dsb_e1f3a01e73d706b7e9c30c0a17a4c0b5.npz,0.00114,0.64611,0.99985,0.42082
dsb_3b7384f374b73d2bd589ccbf1b651820.npz,0.00056,0.62664,0.99987,0.42147
dsb_52f6d741e674f62fbcf73e6ec4f6a472.npz,0.00183,0.58282,0.99986,0.36111
dsb_bdfb2c23a8c1dca5ea8c1cc3d89efee9.npz,0.00125,0.47735,0.99987,0.44700
dsb_eaf753dc137e12fd06e96d27f3111043.npz,0.00161,0.45281,0.99988,0.42071
dsb_a14e41eea93d7667a87d458d5cb28272.npz,0.00163,0.63670,0.99989,0.41691
dsb_bda661b08ad77afb79bd35664861cd62.npz,0.00082,0.58929,0.99986,0.39478
dsb_e63f43056330bc418a11208aa3a9e7f0.npz,0.00164,0.44809,0.99988,0.43954
dsb_380eb569a5750648434cc8ae8da4a0a9.npz,0.00143,0.70549,0.99987,0.39075
dsb_787bd094dd0586ea0f51f9f8557424a8.npz,0.00114,0.18038,0.99986,0.34802
dsb_35105d801880bd889bac5ee3771ed38b.npz,0.00126,0.67004,0.99984,0.40169
dsb_310b403db75226a9a44d9a29c18917b7.npz,0.00153,0.62944,0.99988,0.36238
dsb_33293edbc834da033aa061f7d6a45fa1.npz,0.00240,0.52379,0.99987,0.33833
dsb_4165b6e956c0e46e94abf7d98f8d8fe2.npz,0.00133,0.35632,0.99988,0.42605
dsb_5253d873ff82e3fa69e30e542d13a4ce.npz,0.00153,0.63814,0.99988,0.41695
dsb_3c86ed658e82e542bc542886a59ea4f1.npz,0.00148,0.68529,0.99987,0.39518
dsb_2a3e6ecf9499607ef4fd14b436136b0c.npz,0.00082,0.62317,0.99984,0.40688
dsb_c67de8fbbe1e58b464334f93a1dd0447.npz,0.00128,0.66469,0.99987,0.37225
dsb_3187b6cf14ed2cbe611b01da5e161f21.npz,0.00087,0.23411,0.99987,0.38444
dsb_79e0e507b1cd1d0c8107de4fd6b9e444.npz,0.00127,0.64983,0.99987,0.39795
dsb_750680cce371800ea26576b694b32dc8.npz,0.00133,0.63052,0.99986,0.42719
dsb_a5d7909f14d43f01f44cdcaabed27b84.npz,0.00157,0.60803,0.99988,0.42759
dsb_af2b9f7d489ffab8e3590658853cacf8.npz,0.00166,0.52836,0.99988,0.45071
dsb_c0625c79ef5b37e293b5753d20b00c89.npz,0.00083,0.51678,0.99987,0.44527
dsb_7fb1c8ffd78ca4b6869044251add36b4.npz,0.00133,0.39233,0.99988,0.43697
dsb_8a1fa06a0099522730dd3c12c9b9cc78.npz,0.00167,0.72908,0.99988,0.36771
dsb_12e0e2036f61c8a52ee4471bf813c36a.npz,0.00144,0.27974,0.99987,0.21702
dsb_c65cc99faea7d0f79c175460c712f375.npz,0.00048,0.42323,0.99973,0.45194
dsb_f37d1d5c299d4838b294cf82902675b0.npz,0.00115,0.59555,0.99987,0.42018
dsb_c004a9415539a0bc98c42c1a444cedb8.npz,0.00109,0.70325,0.99987,0.38381
dsb_e58cc57cab8a1738041b72b156fedc56.npz,0.00148,0.61008,0.99988,0.42595
dsb_11f10c2a0bfd231deeec98d69e4d0767.npz,0.00104,0.69368,0.99985,0.37662
dsb_8d98bf96ed8555da4df44f26cc8426bf.npz,0.00129,0.64225,0.99987,0.42350
dsb_ab5de6c17f4086ba09b7145178d83b45.npz,0.00218,0.69931,0.99986,0.35024
dsb_7525f0ec0999007a0bac946e346eba39.npz,0.00113,0.67061,0.99988,0.38795
dsb_567547810a1795b9c8e11c15dfd32c34.npz,0.00210,0.75498,0.99987,0.35346
dsb_8fde44df03fb80366c6604db53d3623f.npz,0.00124,0.63124,0.99987,0.40123
dsb_89bfbba58ee5cd0e346cdd6ffd3fa3a3.npz,0.00065,0.66161,0.99984,0.41032
dsb_9759a365f7a8b828e964b0a53cc2daf8.npz,0.00131,0.77483,0.99988,0.35897
dsb_49ee28b71e02be4689e3fb0ba2a32c2b.npz,0.00099,0.45255,0.99983,0.45134
dsb_a4ebf3e2861b7845845bad3bacbbaeb5.npz,0.00115,0.64617,0.99988,0.41691
dsb_6675d3cc20585f44d4c45746cb1002d4.npz,0.00146,0.61091,0.99988,0.41689
dsb_6969c031ee0c34053faff3aac9dd2da7.npz,0.00122,0.52787,0.99987,0.38968
dsb_a8f2ebe1d66b24741cac1eb465a2ff72.npz,0.00136,0.52818,0.99987,0.36055
dsb_028996723faa7840bb57f57e28275e4c.npz,0.00137,0.60199,0.99988,0.44492
dsb_995fc0581ed0e3ba0f97dbd7fe63db59.npz,0.00073,0.28343,0.99988,0.41299
dsb_16a4184e565f589622a70e82957ab54e.npz,0.00174,0.61984,0.99987,0.38180
dsb_e659f6517c4df17e86d4d87181396ea6.npz,0.00173,0.66266,0.99987,0.41000
dsb_3dfe8e80106f4136d2933ff72a16035c.npz,0.00146,0.47886,0.99989,0.43034
dsb_a7eca254c634f5f6e3cd0e508b069f1c.npz,0.00138,0.39202,0.99987,0.44185
dsb_591f6b47c1362410e7f4c13afbc99d79.npz,0.00120,0.31467,0.99988,0.41903
dsb_74b1b748971c474a8023f6406c54b18a.npz,0.00221,0.62703,0.99988,0.37525
dsb_4f3039ae82f8cc764d1ec21116f54a07.npz,0.00180,0.45661,0.99987,0.33880
dsb_8d5c4cc78e964463699c19003be70851.npz,0.00125,0.32154,0.99988,0.41574
dsb_504e447ad62ea9ebb283873e044b5dd2.npz,0.00117,0.51447,0.99987,0.43217
dsb_990fbe3f0a1b53878669967b9afd1441.npz,0.00264,0.48558,0.99988,0.33650
dsb_2b0ea2696c8a02af5ac22f142be28e17.npz,0.00117,0.61318,0.99981,0.38962
dsb_d917c781760710015473eee9ce82e051.npz,0.00156,0.67198,0.99988,0.39562
dsb_28a9b77a9113ce491433d3ea47fa8fc9.npz,0.00182,0.68298,0.99989,0.41569
dsb_7bd3565827be855caf938e72b3a7880a.npz,0.00169,0.64921,0.99989,0.37699
dsb_15aa585fb2d3018b295df8619f2d1cf7.npz,0.00158,0.52804,0.99988,0.44620
dsb_ebcdfabecf4b46b1e55e4a4c75a0afb0.npz,0.00112,0.71293,0.99988,0.37266
dsb_6bebfec174e8a6e8d4b1653c13fcdbe5.npz,0.00172,0.68072,0.99986,0.37271
dsb_c0c5a155e6e59588783c2964975e7e1e.npz,0.00188,0.73080,0.99988,0.37092
dsb_ba71b330a16e8b4c852f9a8730ee33b9.npz,0.00204,0.41288,0.99988,0.42349
dsb_abc526fd74d0fdd73772bc6867bc38a4.npz,0.00126,0.59384,0.99988,0.38992
dsb_8987df2216ae2ab1a907d52bc9dc540d.npz,0.00126,0.55629,0.99983,0.39562
dsb_4575fe61bf3f536ce6cfeb26fcc2893c.npz,0.00173,0.67148,0.99988,0.39489
dsb_a8e650f8494e894be06c9cee08702aa9.npz,0.00200,0.72634,0.99989,0.36849
dsb_4a782bbc2608288a3ed05e511af6f8bb.npz,0.00124,0.50818,0.99988,0.44893
dsb_8b9a28375988de6ea0b143d48b4a8dc9.npz,0.00160,0.65182,0.99988,0.40125
dsb_6857c76be618bb0ddced5f4fecc1695f.npz,0.00197,0.72057,0.99989,0.34745
dsb_78459ff46c9f3b3fa26be2a467515c7e.npz,0.00191,0.61145,0.99988,0.36732
dsb_2276fd918ac100cec3ed8036f6ad401c.npz,0.00154,0.62386,0.99988,0.41734
dsb_6e5f12931ef179cc21382a59f5acab86.npz,0.00145,0.66128,0.99986,0.39203
dsb_eef0e41b1a96cf8c55723fa6aa2f3dc6.npz,0.00066,0.70830,0.99984,0.39320
dsb_09fdf599084b816247ba38d95b3c9d80.npz,0.00113,0.27397,0.99984,0.28098
dsb_fb57fc6377fd37bb5d42756c2736586c.npz,0.00139,0.61739,0.99988,0.42539
dsb_9626af3a0a37c4fa5187447f01aa69da.npz,0.00133,0.38847,0.99988,0.43998
dsb_25c369973827571098bdebf2a15c6ef2.npz,0.00180,0.65587,0.99989,0.42617
dsb_b8bb02d229361a623a4dc57aa0e5c485.npz,0.00124,0.57102,0.99987,0.41068
dsb_a532c6f9405e6f3a4229ea6e04b0d975.npz,0.00154,0.74254,0.99987,0.36376
dsb_37030ab5889febdae6725740aa627f95.npz,0.00066,0.58636,0.99982,0.41773
dsb_733205c5d0bbf19f5c761e0c023bf9a0.npz,0.00204,0.32207,0.99984,0.25723
dsb_4131820511c86a5e6b1e7721ab687049.npz,0.00147,0.71855,0.99988,0.36715
dsb_e6160ed0ff2eb214abd4df9a3c336c1d.npz,0.00190,0.55462,0.99987,0.36728
dsb_3c73f5597780b7312b380373fb897f40.npz,0.00146,0.74976,0.99989,0.35729
dsb_965fbaad39ecdaf8a135f022c8ddaef3.npz,0.00195,0.69594,0.99988,0.38964
dsb_dcf5fd36b9fff9183f63df286bf8eef9.npz,0.00209,0.69740,0.99988,0.36049
dsb_c187d7be84f64e29e6623c15575f373f.npz,0.00171,0.66638,0.99987,0.41172
dsb_2ea91bfe303ec03f9b0b3603333a3de6.npz,0.00094,0.36418,0.99975,0.34534
dsb_935908ab6e4c329756638887f2dedca2.npz,0.00168,0.61316,0.99985,0.36002
dsb_204bdd4a15f023eea66190972b66fd0f.npz,0.00161,0.53077,0.99988,0.45034
dsb_c1f5ca42b0e336a7ab85b4c437b382c0.npz,0.00083,0.67710,0.99986,0.40735
dsb_eba4bfb93928d424ff21b5be96b5c09b.npz,0.00069,0.56332,0.99979,0.40148
dsb_9a3174ffe867f602ee82c512a01420ee.npz,0.00121,0.50758,0.99988,0.45401
dsb_d287819450e57ae8c883ed31dc4dc3a3.npz,0.00073,0.24707,0.99977,0.28767
dsb_9bf3ca649999bc6856ad9f01c64eb7e4.npz,0.00198,0.56357,0.99988,0.43860
dsb_880980cc7e88c83b0fea84f078b849e3.npz,0.00177,0.56357,0.99988,0.35764
dsb_e7adb2e4409683b9490e34b6b3604d9e.npz,0.00175,0.35563,0.99988,0.42447
dsb_ab9e5f1718f2af09030dd33b531f066c.npz,0.00217,0.71060,0.99987,0.37088
dsb_122c5c959fd98036c9972eec2062dc59.npz,0.00154,0.66386,0.99987,0.37782
dsb_34037914ceeec5605fc890159dd425c5.npz,0.00231,0.58854,0.99989,0.42457
dsb_80e01dfd642c5aea680852498ddabd28.npz,0.00165,0.59733,0.99988,0.39006
dsb_c2ef34cc347bc224b5a123426009d027.npz,0.00153,0.70536,0.99986,0.38292
dsb_7b4d476d9414c9339269efe47840d2da.npz,0.00140,0.62271,0.99985,0.42799
dsb_d2eecd9f13a6d474338045d0c91cffbd.npz,0.00133,0.54223,0.99988,0.41350
dsb_f77fd9fd7966b346ce8e7efcb96c7c53.npz,0.00236,0.70983,0.99988,0.38292
dsb_124e68a78f9c092a2f16f9214e91268f.npz,0.00092,0.57231,0.99984,0.44764
dsb_3cdd66bf14f0cff5cb46e95d5867de0d.npz,0.00092,0.67148,0.99981,0.40452
dsb_d9a2bea7df4a888313374beb142cf9c0.npz,0.00191,0.67379,0.99988,0.37226
dsb_61ce76681b4a68b8d0f3b724c1e844b3.npz,0.00118,0.66094,0.99987,0.40506
dsb_31e82ed2c875eae8dfbfd70ac440458a.npz,0.00154,0.24152,0.99988,0.38674
dsb_b280f1f464aa5e0de843229de12fc1aa.npz,0.00150,0.58046,0.99988,0.43146
dsb_538543b57d0c8fa0b2b6bb7c84df3f33.npz,0.00184,0.56395,0.99987,0.44126
dsb_ad7e6fe9d036ed070df718f95b212a10.npz,0.00156,0.50758,0.99988,0.45038
dsb_9842a3b9dfabab4ae8642d9953058ce4.npz,0.00160,0.51626,0.99987,0.45444
dsb_5f4e23c0f76cd00aaaa6e03744bbc362.npz,0.00134,0.13092,0.99988,0.29980
dsb_b1786f35f31c424f6c9e3380c1c51c0b.npz,0.00140,0.55727,0.99986,0.44300
dsb_eeb1659b92b00e20bd8b6e7eef6b5c9d.npz,0.00239,0.33794,0.99988,0.42627
dsb_013395589c01aa01f8df81d80fb0e2b8.npz,0.00180,0.59488,0.99988,0.42646
dsb_f467795ce3b50a771085d79ae8d29ecc.npz,0.00148,0.52893,0.99988,0.43589
dsb_df761dd787bfc439890740ccce934f36.npz,0.00253,0.69113,0.99988,0.35112
dsb_124c4188604434bcdec8358c8ddf9a8b.npz,0.00158,0.67676,0.99987,0.39818
dsb_5faa4b8d9e86c157b7b16e67f22e7210.npz,0.00160,0.43282,0.99988,0.33007
dsb_ef8a19fb5314b3222482fa325dd49467.npz,0.00150,0.56752,0.99988,0.43518
dsb_ea7373271a2441b5864df2053c0f5c3e.npz,0.00189,0.56824,0.99988,0.36786
dsb_29d92a1e253cef2c7f34c6db26ce11e3.npz,0.00072,0.65591,0.99985,0.38943
dsb_34007dd2549af2b82cc1206e550b5100.npz,0.00194,0.63981,0.99988,0.37511
dsb_cb8d3452b667596fbf132d2ce9ebd0e6.npz,0.00175,0.66958,0.99987,0.39542
dsb_356bc45910503ffde017a066581a3798.npz,0.00149,0.72210,0.99986,0.37653
dsb_b818f0244d2adb13520191eed99e4680.npz,0.00263,0.70575,0.99988,0.36721
dsb_6e6d5603fb8fcf523f86ac0856e50236.npz,0.00103,0.65165,0.99988,0.41213
dsb_00986bebc45e12038ef0ce3e9962b51a.npz,0.00164,0.63519,0.99988,0.40177
dsb_916ab7b22affc5651abfc9aae01bb355.npz,0.00210,0.72335,0.99988,0.34857
dsb_04a52f49cdbfb8b99789b9e93f1ad319.npz,0.00113,0.60035,0.99980,0.41503
dsb_cc24c86f88a9d17c04255a4d264030e6.npz,0.00165,0.70132,0.99988,0.39435
dsb_627499714e279203bd1294290f8fc542.npz,0.00062,0.53454,0.99983,0.41361
dsb_3b78adbbe463aba48bf29613ca37b2ea.npz,0.00130,0.51444,0.99986,0.45006
dsb_318bf8045b625b40825552420abfe1ef.npz,0.00136,0.12610,0.99987,0.29996
dsb_c82d5bc4554358b1512f9f871822705b.npz,0.00161,0.44612,0.99988,0.44445
dsb_53ddfb7769619035ad7f8f58c72f697c.npz,0.00169,0.54422,0.99988,0.34529
dsb_04a3187ec2ed4198a25033071897bffc.npz,0.00151,0.63405,0.99986,0.39799
dsb_36f4fca6bbd993088ee024f93a61b722.npz,0.00101,0.69078,0.99988,0.39315
dsb_195842462645f0f331147a4c6b129a37.npz,0.00156,0.45104,0.99988,0.45204
dsb_6629e23c3bdc8dc8161b3caa8a6048c1.npz,0.00208,0.49302,0.99987,0.34385
dsb_b158f44c31f4121c865c828ff79fc73d.npz,0.00087,0.62931,0.99978,0.42963
dsb_c71d0db2086b7e2024ca9c11bd2ca504.npz,0.00160,0.56488,0.99987,0.40770
dsb_c2bdfb6ab5192656b397459648221918.npz,0.00196,0.65917,0.99988,0.41321
dsb_59e4e8889ae68a75227b2bd02c1d1b96.npz,0.00097,0.55821,0.99988,0.44692
dsb_d991b1760fb8705de655a1da068f7a6a.npz,0.00167,0.58367,0.99988,0.43074
dsb_92d5f6230c3b6f6256e57d30981c1aaf.npz,0.00285,0.56626,0.99987,0.35272
dsb_676467220abd8e2104417c5213664ef9.npz,0.00150,0.57581,0.99988,0.42852
dsb_0a38e7597ca26f9374f8ea2770ba870d.npz,0.00125,0.64186,0.99987,0.39565
dsb_0268f3a7a17412178cfb039e71799a80.npz,0.00144,0.59596,0.99988,0.38300
dsb_a2a4bc7708f6831470d757cd6f32bffe.npz,0.00104,0.34234,0.99987,0.42248
dsb_36d0dff4c9eb340475888c2f93359e43.npz,0.00102,0.65851,0.99987,0.38462
dsb_5d16819bd78c74448ce852a93bf423ad.npz,0.00203,0.64173,0.99988,0.39898
dsb_6cf71f5017945c9dd8bc0f5126eeef5b.npz,0.00109,0.08861,0.99985,0.25908
dsb_89fbce8f7fe8ecc1bf7067a292c7ab2d.npz,0.00123,0.65109,0.99986,0.41308
dsb_6f229187fe608c9eacc567eb74c1458c.npz,0.00153,0.30127,0.99985,0.28114
dsb_e58b78dc31d80a50285816f4ecd661e3.npz,0.00135,0.40901,0.99987,0.43603
dsb_519ad4ead3e61d2d71088ac8e46f25b6.npz,0.00056,0.64964,0.99978,0.42423
dsb_f82560aeea0309873716efe3aa71ef0a.npz,0.00115,0.70538,0.99986,0.39250
dsb_ee71210fa398cbb080f6c537a503e806.npz,0.00158,0.43638,0.99988,0.44368
dsb_5e0c8cba8eab51076ac0014049d770c1.npz,0.00163,0.58352,0.99988,0.42713
dsb_820245d8b211808bd18e78ff5be16fdb.npz,0.00180,0.64794,0.99988,0.35485
dsb_3252220375d82c3720d36d757bb17345.npz,0.00161,0.66600,0.99989,0.38017
dsb_b6d8dd834f2ff1ed7a5154e658460699.npz,0.00144,0.52554,0.99986,0.44800
dsb_2d8152c603e6c49593578bde8e388860.npz,0.00106,0.49570,0.99980,0.38540
dsb_8c2f9e7025d6070e9f4ab8a65c8e9dbb.npz,0.00128,0.44528,0.99980,0.36125
dsb_caf5e9cd994c3c90727d274dd790133a.npz,0.00067,0.61016,0.99977,0.40292
dsb_efcb6def7a2080243052b6046186ab24.npz,0.00144,0.71384,0.99987,0.39042
dsb_ff5d8e90500cf324e7b04a2f07cf0399.npz,0.00223,0.68997,0.99988,0.40193
dsb_fdf2a2f5b86aea0da54732056fc7ab48.npz,0.00209,0.43035,0.99988,0.44725
dsb_d459ff0332d2b10be26eee73b1f80f7b.npz,0.00145,0.61454,0.99987,0.43069
dsb_2922aac33a190fd3939de337fe3f0a34.npz,0.00137,0.69063,0.99987,0.39502
dsb_862d1d80391d146b2cd02478a798b365.npz,0.00171,0.69532,0.99987,0.37170
dsb_4ecf053654c565e4a5d0f37811eade66.npz,0.00149,0.71071,0.99988,0.39647
dsb_e54b574a7e7c650edc224cbdede9e675.npz,0.00142,0.62803,0.99987,0.42594
dsb_0257df465d9e4150adef13303433ff1e.npz,0.00145,0.22638,0.99989,0.37747
dsb_0c0de3749d4fe175b7a5098b060982a1.npz,0.00109,0.60650,0.99987,0.39283
dsb_440fb90654b1436e7c3bbdac991b8c1d.npz,0.00271,0.73282,0.99988,0.35963
dsb_4a1391269629d20359325873d11413c9.npz,0.00159,0.52016,0.99988,0.45358
dsb_85ab88f093ca53a4fab5654e24c77ebe.npz,0.00109,0.50476,0.99986,0.44451
dsb_d244870d213a21efa86e86c951d8c9a2.npz,0.00170,0.52605,0.99988,0.45022
dsb_f5717f7cbc08d8bd942cd4c1128e3339.npz,0.00079,0.55867,0.99988,0.43333
dsb_54d421d543e9e6dc8db10066a5867081.npz,0.00260,0.76522,0.99988,0.35884
dsb_d92998a73d4654a442e6d6ba15bbb827.npz,0.00189,0.62907,0.99988,0.39636
dsb_8b494d14d835dd5ae13dab19b9520a55.npz,0.00112,0.41813,0.99980,0.37600
dsb_32cda856b7ec759fd3ebaa363c505e88.npz,0.00144,0.65899,0.99988,0.38799
dsb_d777a77cc7a2ec2f1eed68799cc9075c.npz,0.00183,0.65188,0.99986,0.37984
dsb_86b3b918b2ad15df1133b52f418a7386.npz,0.00156,0.72943,0.99987,0.37164
dsb_9f12d2d6134af032932ed37776c6d09f.npz,0.00164,0.49816,0.99988,0.44392
dsb_de635c85f320131ee743733bb04e65b9.npz,0.00233,0.51112,0.99988,0.44566
dsb_21c94e2776145f74697adf8810b05305.npz,0.00179,0.45674,0.99988,0.33610
dsb_a7411bdc623413af46a30bd9d2c41066.npz,0.00138,0.56783,0.99988,0.42774
dsb_c0a71c28edac0a4bbdf64f058903c4b4.npz,0.00142,0.38887,0.99986,0.32918
dsb_40c95c9be0bd7c290534ce374c58bec9.npz,0.00161,0.75739,0.99988,0.36465
dsb_868b024d9fa388b7ddab12ec1c06af38.npz,0.00261,0.72363,0.99987,0.37265
dsb_0ddeb08e9c97227853422bd71a2a695e.npz,0.00121,0.53828,0.99986,0.45021
dsb_e7d76f0723911280b64f0f83a4990c97.npz,0.00179,0.76797,0.99988,0.35415
dsb_fb7ae70f05b6441ac4ea7187ce7c45f7.npz,0.00064,0.45335,0.99984,0.45177
dsb_8589428b683d33b99557d7d3b43a518c.npz,0.00160,0.66600,0.99988,0.39584
dsb_7b84056d69644df2a9452a1746d14d39.npz,0.00135,0.30576,0.99988,0.40465
dsb_323792e42c4f43448b2b1a9651ecb779.npz,0.00133,0.48189,0.99987,0.35540
dsb_fac65dbf7b6972049cfd37b5b122ec0b.npz,0.00113,0.46891,0.99988,0.44135
dsb_3a78dcf53effd732bc3880c029154272.npz,0.00133,0.70016,0.99988,0.37759
dsb_d1a20ef45bb03f93a407b492066f6d88.npz,0.00163,0.65385,0.99988,0.40991
dsb_4b19444c570185fc4606e4e29fd1ce1c.npz,0.00112,0.58416,0.99988,0.41408
dsb_42dbd247a9e5f710926b7c049a00ff48.npz,0.00154,0.67645,0.99988,0.37037
dsb_25196c504274d166e81c745d32f30c72.npz,0.00134,0.53213,0.99988,0.44958
dsb_bbf958c2331a553d5699a1369b7f2bbf.npz,0.00157,0.39238,0.99989,0.43896
dsb_dbd9c8025907511e965e7abad955547d.npz,0.00098,0.52039,0.99987,0.42244
dsb_c8cfb917b0d619cb4e25f789db4641f8.npz,0.00082,0.63913,0.99986,0.41000
dsb_7b6c63074678f65784bdc54d8d385b83.npz,0.00073,0.48361,0.99982,0.45588
dsb_f83c62177ee552891d22df33be12ab07.npz,0.00158,0.59405,0.99986,0.44277
dsb_428e25dfddfe731fc73f4e1739422181.npz,0.00045,0.66422,0.99980,0.41993
dsb_55d88980822c2e5d39b3d0ec172fa101.npz,0.00108,0.68399,0.99987,0.37611
dsb_781cf9cc66e59f4586d9338630b95c1a.npz,0.00070,0.72206,0.99976,0.39535
dsb_0c9d8314f9c69840e25febabb1229fa4.npz,0.00110,0.19764,0.99986,0.36659
dsb_54162a514a5e2beb54e4b7aff41f5dfe.npz,0.00141,0.64391,0.99982,0.40448
dsb_c0712bc73239d89cddd71a93865e2946.npz,0.00091,0.60465,0.99987,0.39658
dsb_975c90ab2afd216efbb6b772a22ba3d9.npz,0.00178,0.69957,0.99988,0.37411
dsb_5765dc0dbc8c02a4c862563eac4950ef.npz,0.00157,0.66288,0.99987,0.38306
dsb_573e900142c9e6e7b32ed9e5ffd5584c.npz,0.00132,0.57072,0.99988,0.44226
dsb_9569bb8d5fc4461461078b2e2ca29f1f.npz,0.00177,0.78143,0.99987,0.34895
dsb_3285ba0f447f3091c0c7c061b47c2f62.npz,0.00100,0.51016,0.99988,0.43730
dsb_e00832e96709eb85f8e0e608ca02c2b5.npz,0.00162,0.38646,0.99987,0.31026
dsb_c0279b938ac1790f1badfcd4459f5c4c.npz,0.00241,0.71800,0.99987,0.36391
dsb_7692b05abf70dbac5292e91918e98913.npz,0.00148,0.25423,0.99988,0.38601
dsb_6faabf4152bf0ebfd91f686bc37a1f16.npz,0.00107,0.56740,0.99983,0.38500
dsb_90e5f4780b2f05136ff5f776a5cbc2af.npz,0.00116,0.69527,0.99988,0.38770
dsb_d2ec8f0fc56a9168cda0c707e49974ab.npz,0.00129,0.53111,0.99985,0.44847
dsb_026be5d5e652b6a7488669d884ebe297.npz,0.00176,0.69229,0.99987,0.36544
dsb_404e5dd2b032a223282f5a5e73c05418.npz,0.00127,0.63547,0.99988,0.42579
dsb_20809d879e5a966cc537beb42735a67f.npz,0.00137,0.67645,0.99989,0.40142
dsb_63b5be42543c98ac5392f1bfbda085bf.npz,0.00162,0.44250,0.99988,0.44198
dsb_5f383eb9c3d8ea72ddec7e2e874d577d.npz,0.00151,0.67198,0.99988,0.40588
dsb_9b4f0020e407fd7f980f4241fb6ac7ce.npz,0.00210,0.59547,0.99987,0.36482
dsb_3b908e86ea0f7cbd05dd8e0ea6d45d79.npz,0.00115,0.20816,0.99988,0.36939
dsb_f2e952758095bc50691ab02f724568d2.npz,0.00109,0.57451,0.99986,0.37702
dsb_f207bb8bcccdc76143380849402a4f21.npz,0.00099,0.68607,0.99988,0.40494
dsb_101a2999d28ce05788e6add3a28d4726.npz,0.00180,0.71743,0.99988,0.37007
dsb_97967da068bd4ee2d9cb7558f1d8c18c.npz,0.00093,0.45347,0.99976,0.39393
dsb_21cfe28c4a891795399bb77d63e939d7.npz,0.00103,0.43382,0.99985,0.44761
dsb_d3aad463ed33cb02334f0c3029db4587.npz,0.00171,0.61773,0.99988,0.43538
dsb_72b080b50118e9ddb795890eb1f13684.npz,0.00181,0.75881,0.99989,0.35477
dsb_7eb217c0444e5d866bd462ade5266a06.npz,0.00156,0.52942,0.99988,0.44383
dsb_149cc798827099f8bdb97cf702027305.npz,0.00130,0.65737,0.99987,0.39470
dsb_91ee390b30927af8804d1f2adf2aefa8.npz,0.00081,0.58793,0.99984,0.43255
dsb_aa477f5b9ce7ab1e886e474be5397727.npz,0.00119,0.67290,0.99988,0.42212
dsb_d5a0333be8795805fc39509f817780ee.npz,0.00160,0.59451,0.99988,0.42813
dsb_d13d9be7873c99a9fde9d24a95f1590d.npz,0.00139,0.25150,0.99988,0.39329
dsb_b1091b5af8b47f24c4b94a9d27c813d1.npz,0.00178,0.55423,0.99988,0.37360
dsb_fdf73dcce35167f3ed952a58f5a6f738.npz,0.00147,0.70225,0.99986,0.37134
dsb_e92a2ed80510513497d5252b001cfa3e.npz,0.00097,0.55278,0.99986,0.41402
dsb_2bb5f7e8f10e1e39b7f81b5aa98676ea.npz,0.00181,0.66446,0.99988,0.36993
dsb_3938d2274f0576b70fffa9aa68af8874.npz,0.00201,0.74024,0.99986,0.35571
dsb_73280f6a624b3bf7a766c70b31dfc56b.npz,0.00227,0.39622,0.99987,0.29126
dsb_ad914d487aae66bcc2a7760a959d8a7c.npz,0.00137,0.63270,0.99987,0.42407
dsb_d559c9b1f2be30c82f8dbe4d73d67bd2.npz,0.00152,0.62167,0.99988,0.43141
dsb_ac4c6d832509d4cee3c7ac93a9227075.npz,0.00235,0.62375,0.99988,0.37284
dsb_c25876fb40d6f8dafd1ecb243193dd3f.npz,0.00064,0.54038,0.99984,0.41321
dsb_29883252ce0ce3e052ce8cf4932623af.npz,0.00142,0.39649,0.99984,0.33626
dsb_e79f52e833ccca893509f0fdeeb26e9f.npz,0.00157,0.72732,0.99985,0.36884
dsb_722429bc9cb25d6f4b7a820c14bf2ab1.npz,0.00154,0.73283,0.99988,0.37089
dsb_006b96310a37b36cccb2ab48d10b49a3.npz,0.00093,0.47588,0.99986,0.43211
dsb_10f03fe0b77d39c758d6fb12304edfdb.npz,0.00056,0.58531,0.99981,0.42447
dsb_2ed8eb4430bf40f5405495a5ec22a76d.npz,0.00111,0.68441,0.99988,0.39647
dsb_fb5874408966d7c6bebd3d84a5599e20.npz,0.00169,0.49782,0.99989,0.41948
